customer_id,external_ref,masked_email,masked_phone,city,signup_at,historical_value_paise,lifetime_value_paise,tier,do_not_contact_until,suppression_reason
cust_0191,MERCH-CUST-00191,ta************@outlook.com,+91*****7580,Delhi,2025-03-10T21:23:42+05:30,677929,677929,LOW,,
cust_0192,MERCH-CUST-00192,si****************@gmail.com,+91*****7666,Chennai,2024-12-17T17:48:06+05:30,431465,751265,LOW,,
cust_0193,MERCH-CUST-00193,ad*************@yahoo.in,+91*****7945,Pune,2025-08-24T11:45:20+05:30,1222166,4071666,MEDIUM,,
cust_0194,MERCH-CUST-00194,ka*************@outlook.com,+91*****9889,Hyderabad,2024-09-09T11:12:07+05:30,1614102,3213602,MEDIUM,,
cust_0195,MERCH-CUST-00195,me**********@gmail.com,+91*****4100,Kochi,2025-09-08T14:14:51+05:30,0,23049400,HIGH,,
cust_0196,MERCH-CUST-00196,ka***************@yahoo.in,+91*****9801,Kolkata,2025-05-10T15:50:49+05:30,0,3149300,MEDIUM,,
cust_0197,MERCH-CUST-00197,pr************@outlook.com,+91*****5822,Kochi,2025-08-19T15:19:22+05:30,3244353,4243853,MEDIUM,,
cust_0198,MERCH-CUST-00198,ka************@gmail.com,+91*****8524,Chennai,2025-03-28T19:24:14+05:30,136698,666498,LOW,,
cust_0199,MERCH-CUST-00199,ka**************@gmail.com,+91*****2678,Jaipur,2025-12-11T11:44:18+05:30,0,2799500,MEDIUM,,
cust_0200,MERCH-CUST-00200,sn*************@outlook.com,+91*****7808,Mumbai,2024-09-14T19:02:34+05:30,621716,716316,LOW,,
cust_0201,MERCH-CUST-00201,vi*************@gmail.com,+91*****4345,Kolkata,2024-11-28T20:43:05+05:30,0,2129600,MEDIUM,,
cust_0202,MERCH-CUST-00202,an*************@gmail.com,+91*****8885,Pune,2024-09-14T16:56:40+05:30,584686,714586,LOW,,
cust_0203,MERCH-CUST-00203,ro*************@protonmail.com,+91*****9152,Jaipur,2025-11-12T19:18:20+05:30,187571,617371,LOW,,
cust_0204,MERCH-CUST-00204,aa***********@protonmail.com,+91*****3056,Jaipur,2025-10-13T06:22:47+05:30,0,22199200,HIGH,,
cust_0205,MERCH-CUST-00205,is************@protonmail.com,+91*****2151,Mumbai,2025-09-22T22:30:43+05:30,799887,799887,LOW,,
cust_0206,MERCH-CUST-00206,an*************@outlook.com,+91*****9458,Hyderabad,2026-01-24T14:57:56+05:30,0,3109200,MEDIUM,,
cust_0207,MERCH-CUST-00207,ka**************@gmail.com,+91*****9830,Pune,2026-01-18T14:35:52+05:30,436427,436427,LOW,,
cust_0208,MERCH-CUST-00208,po************@protonmail.com,+91*****6750,Pune,2025-02-16T14:26:54+05:30,0,399900,LOW,,
cust_0209,MERCH-CUST-00209,di***********@yahoo.in,+91*****8210,Bengaluru,2025-08-28T15:42:47+05:30,86673,836373,LOW,,
cust_0210,MERCH-CUST-00210,va***********@yahoo.in,+91*****9153,Kochi,2025-07-16T22:40:47+05:30,6265611,11015011,HIGH,,
cust_0211,MERCH-CUST-00211,is************@yahoo.in,+91*****4539,Jaipur,2025-05-19T08:14:20+05:30,3982185,4511985,MEDIUM,2026-06-15T00:00:00+05:30,customer_opt_out
cust_0212,MERCH-CUST-00212,ad**************@yahoo.in,+91*****6178,Jaipur,2024-12-03T15:45:45+05:30,940097,940097,LOW,,
cust_0213,MERCH-CUST-00213,vi************@yahoo.in,+91*****3802,Kolkata,2024-12-27T12:13:14+05:30,504030,504030,LOW,,
cust_0214,MERCH-CUST-00214,sn***********@gmail.com,+91*****5300,Pune,2025-05-25T03:08:17+05:30,2263533,2963233,MEDIUM,,
cust_0215,MERCH-CUST-00215,is************@protonmail.com,+91*****8212,Hyderabad,2025-08-14T01:06:00+05:30,0,3749600,MEDIUM,,
cust_0216,MERCH-CUST-00216,ra*************@yahoo.in,+91*****8445,Kolkata,2025-10-17T15:38:43+05:30,753293,903193,LOW,,
cust_0217,MERCH-CUST-00217,sn************@yahoo.in,+91*****9205,Kolkata,2024-10-03T10:04:16+05:30,848923,1998123,MEDIUM,,
cust_0218,MERCH-CUST-00218,an*************@gmail.com,+91*****7785,Hyderabad,2025-03-16T13:54:37+05:30,766008,815908,LOW,,
cust_0219,MERCH-CUST-00219,aa*************@outlook.com,+91*****8420,Pune,2024-10-28T08:12:21+05:30,0,799600,LOW,,
cust_0220,MERCH-CUST-00220,vi*************@outlook.com,+91*****5941,Jaipur,2025-09-08T11:56:22+05:30,485901,485901,LOW,,
cust_0221,MERCH-CUST-00221,va************@gmail.com,+91*****2437,Hyderabad,2025-02-03T19:52:24+05:30,3063307,4113107,MEDIUM,,
cust_0222,MERCH-CUST-00222,an*************@outlook.com,+91*****6059,Delhi,2026-02-07T17:20:19+05:30,830768,830768,LOW,,
cust_0223,MERCH-CUST-00223,si****************@gmail.com,+91*****8324,Pune,2025-12-03T22:47:13+05:30,118725,118725,LOW,,
cust_0224,MERCH-CUST-00224,ni***********@yahoo.in,+91*****6186,Delhi,2025-06-21T22:49:29+05:30,337954,637854,LOW,,
cust_0225,MERCH-CUST-00225,is***********@yahoo.in,+91*****8244,Pune,2025-06-26T11:06:13+05:30,211713,211713,LOW,,
cust_0226,MERCH-CUST-00226,ra***********@gmail.com,+91*****8312,Kolkata,2025-05-28T20:26:30+05:30,0,549800,LOW,,
cust_0227,MERCH-CUST-00227,ni*************@outlook.com,+91*****3493,Pune,2025-09-02T20:16:14+05:30,719279,719279,LOW,,
cust_0228,MERCH-CUST-00228,va************@yahoo.in,+91*****3424,Chennai,2024-09-08T08:46:12+05:30,448715,463615,LOW,,
cust_0229,MERCH-CUST-00229,is***********@yahoo.in,+91*****6182,Delhi,2026-02-04T19:52:22+05:30,0,3699500,MEDIUM,,
cust_0230,MERCH-CUST-00230,po**********@yahoo.in,+91*****4172,Kolkata,2025-11-12T10:46:10+05:30,274845,419645,LOW,,
cust_0231,MERCH-CUST-00231,sa*************@gmail.com,+91*****9870,Kolkata,2025-01-16T07:18:15+05:30,0,21749100,HIGH,,
cust_0232,MERCH-CUST-00232,ka************@outlook.com,+91*****5565,Delhi,2024-11-13T18:40:30+05:30,243122,792922,LOW,,
cust_0233,MERCH-CUST-00233,de*********@protonmail.com,+91*****9074,Mumbai,2024-11-18T21:31:49+05:30,890358,890358,LOW,,
cust_0234,MERCH-CUST-00234,me************@gmail.com,+91*****4069,Pune,2024-10-08T22:33:40+05:30,1870961,2700361,MEDIUM,,
cust_0235,MERCH-CUST-00235,po**************@yahoo.in,+91*****8877,Mumbai,2025-05-15T18:18:56+05:30,1335361,3064861,MEDIUM,,
cust_0236,MERCH-CUST-00236,ra************@outlook.com,+91*****5350,Delhi,2025-08-01T10:32:43+05:30,0,2649500,MEDIUM,,
cust_0237,MERCH-CUST-00237,ad*************@gmail.com,+91*****6502,Bengaluru,2025-10-08T15:47:19+05:30,964589,4644089,MEDIUM,,
cust_0238,MERCH-CUST-00238,ai************@yahoo.in,+91*****6123,Kochi,2025-04-01T16:44:32+05:30,0,799800,LOW,,
cust_0239,MERCH-CUST-00239,la************@protonmail.com,+91*****9020,Bengaluru,2026-01-26T09:27:16+05:30,1699659,3279459,MEDIUM,,
cust_0240,MERCH-CUST-00240,ri***********@yahoo.in,+91*****5422,Pune,2025-05-29T20:50:33+05:30,947295,947295,LOW,,
cust_0241,MERCH-CUST-00241,me************@yahoo.in,+91*****9895,Kochi,2026-01-13T14:34:34+05:30,793660,793660,LOW,,
cust_0242,MERCH-CUST-00242,di**************@yahoo.in,+91*****6158,Chennai,2025-04-05T13:38:26+05:30,23780,43680,LOW,,
cust_0243,MERCH-CUST-00243,pr************@protonmail.com,+91*****7233,Jaipur,2025-02-11T18:20:17+05:30,2405906,3045406,MEDIUM,,
cust_0244,MERCH-CUST-00244,is***********@gmail.com,+91*****7351,Ahmedabad,2025-08-01T13:07:45+05:30,308903,323803,LOW,,
cust_0245,MERCH-CUST-00245,is***********@protonmail.com,+91*****7538,Jaipur,2026-01-01T12:18:23+05:30,671747,691647,LOW,,
cust_0246,MERCH-CUST-00246,ka**************@protonmail.com,+91*****4141,Kochi,2024-10-17T22:31:57+05:30,119323,119323,LOW,,
cust_0247,MERCH-CUST-00247,vi*************@gmail.com,+91*****5992,Pune,2024-09-11T20:55:21+05:30,0,699800,LOW,,
cust_0248,MERCH-CUST-00248,ra***********@protonmail.com,+91*****1220,Kolkata,2024-11-20T14:45:09+05:30,314424,314424,LOW,,
cust_0249,MERCH-CUST-00249,an************@outlook.com,+91*****3736,Jaipur,2025-09-08T20:08:22+05:30,264500,414400,LOW,,
cust_0250,MERCH-CUST-00250,ro***********@gmail.com,+91*****5310,Jaipur,2025-07-22T13:04:05+05:30,148301,148301,LOW,,
cust_0251,MERCH-CUST-00251,ro************@protonmail.com,+91*****8735,Delhi,2025-07-01T18:27:26+05:30,835574,915474,LOW,,
cust_0252,MERCH-CUST-00252,vi************@gmail.com,+91*****6369,Kochi,2025-07-10T10:30:06+05:30,281986,281986,LOW,,
cust_0253,MERCH-CUST-00253,ra************@outlook.com,+91*****7688,Kochi,2025-09-05T20:08:11+05:30,1333950,3133450,MEDIUM,,
cust_0254,MERCH-CUST-00254,ni**************@yahoo.in,+91*****2422,Pune,2024-11-11T19:43:01+05:30,565552,695452,LOW,,
cust_0255,MERCH-CUST-00255,me***************@yahoo.in,+91*****1601,Jaipur,2025-10-31T20:41:32+05:30,0,2049500,MEDIUM,,
cust_0256,MERCH-CUST-00256,sa****************@gmail.com,+91*****9103,Kolkata,2026-01-04T12:55:42+05:30,280421,930221,LOW,,
cust_0257,MERCH-CUST-00257,po***********@outlook.com,+91*****8195,Kolkata,2025-12-10T13:22:13+05:30,0,479800,LOW,,
cust_0258,MERCH-CUST-00258,ta***********@protonmail.com,+91*****1040,Chennai,2025-02-17T12:18:15+05:30,382103,446903,LOW,,
cust_0259,MERCH-CUST-00259,sn***************@protonmail.com,+91*****8632,Bengaluru,2025-05-01T16:51:59+05:30,0,3279300,MEDIUM,,
cust_0260,MERCH-CUST-00260,ar***********@yahoo.in,+91*****1154,Ahmedabad,2026-02-03T17:03:59+05:30,0,11449600,HIGH,,
cust_0261,MERCH-CUST-00261,ra************@outlook.com,+91*****7914,Pune,2025-10-10T17:02:02+05:30,291245,386045,LOW,,
cust_0262,MERCH-CUST-00262,ka*************@gmail.com,+91*****8072,Kolkata,2024-12-29T19:56:02+05:30,391908,391908,LOW,,
cust_0263,MERCH-CUST-00263,la*************@outlook.com,+91*****4543,Bengaluru,2026-01-13T18:20:04+05:30,614193,614193,LOW,,
cust_0264,MERCH-CUST-00264,va***********@gmail.com,+91*****4288,Ahmedabad,2025-11-20T23:23:18+05:30,0,27899400,HIGH,,
cust_0265,MERCH-CUST-00265,an***********@yahoo.in,+91*****9821,Pune,2025-04-15T16:28:25+05:30,0,2729500,MEDIUM,,
cust_0266,MERCH-CUST-00266,an**************@outlook.com,+91*****8478,Kochi,2024-10-25T19:08:53+05:30,0,10199200,HIGH,,
cust_0267,MERCH-CUST-00267,ro***********@protonmail.com,+91*****6782,Chennai,2025-10-10T15:07:37+05:30,0,3049600,MEDIUM,,
cust_0268,MERCH-CUST-00268,ad************@outlook.com,+91*****2983,Hyderabad,2025-12-24T12:49:25+05:30,3890576,4220376,MEDIUM,,
cust_0269,MERCH-CUST-00269,ra***********@outlook.com,+91*****9037,Chennai,2025-09-15T12:18:18+05:30,3140374,4470174,MEDIUM,,
cust_0270,MERCH-CUST-00270,ni*************@gmail.com,+91*****1864,Hyderabad,2025-10-31T19:13:55+05:30,794897,4394597,MEDIUM,,
cust_0271,MERCH-CUST-00271,sa*************@protonmail.com,+91*****3268,Chennai,2024-09-20T18:46:51+05:30,1735662,10534962,HIGH,,
cust_0272,MERCH-CUST-00272,aa************@outlook.com,+91*****3786,Mumbai,2024-09-20T19:30:33+05:30,97695,97695,LOW,,
cust_0273,MERCH-CUST-00273,di***********@gmail.com,+91*****6982,Delhi,2025-05-30T08:14:51+05:30,0,3099700,MEDIUM,,
cust_0274,MERCH-CUST-00274,po***************@gmail.com,+91*****2122,Jaipur,2025-03-29T10:05:28+05:30,0,8199600,HIGH,,
cust_0275,MERCH-CUST-00275,me***********@gmail.com,+91*****9778,Ahmedabad,2026-01-05T17:01:50+05:30,1305756,1685556,MEDIUM,,
cust_0276,MERCH-CUST-00276,vi*************@yahoo.in,+91*****9551,Kochi,2025-02-25T01:04:35+05:30,159190,159190,LOW,,
cust_0277,MERCH-CUST-00277,la****************@yahoo.in,+91*****3428,Delhi,2025-08-17T19:00:48+05:30,672405,672405,LOW,,
cust_0278,MERCH-CUST-00278,la**************@yahoo.in,+91*****5566,Kolkata,2024-10-22T16:23:51+05:30,70067,349867,LOW,,
cust_0279,MERCH-CUST-00279,ni**************@protonmail.com,+91*****4675,Kolkata,2025-09-13T15:56:23+05:30,89447,234247,LOW,,
cust_0280,MERCH-CUST-00280,pr************@yahoo.in,+91*****6539,Hyderabad,2025-11-28T16:31:55+05:30,626538,626538,LOW,,
cust_0281,MERCH-CUST-00281,ma**************@yahoo.in,+91*****3811,Kochi,2025-03-26T10:20:10+05:30,0,4099400,MEDIUM,,
cust_0282,MERCH-CUST-00282,ka**************@yahoo.in,+91*****7143,Kochi,2025-04-15T12:09:29+05:30,18271,568071,LOW,,
cust_0283,MERCH-CUST-00283,ka*************@gmail.com,+91*****6362,Chennai,2026-02-17T19:19:40+05:30,9141794,11791094,HIGH,,
cust_0284,MERCH-CUST-00284,me*************@outlook.com,+91*****5943,Bengaluru,2025-01-31T12:54:27+05:30,462398,762298,LOW,,
cust_0285,MERCH-CUST-00285,ai***************@protonmail.com,+91*****8919,Bengaluru,2024-11-20T06:48:44+05:30,15398331,18247931,HIGH,,
cust_0286,MERCH-CUST-00286,me***************@outlook.com,+91*****3798,Mumbai,2025-04-09T13:51:42+05:30,545083,674983,LOW,,
cust_0287,MERCH-CUST-00287,vi************@protonmail.com,+91*****8982,Kolkata,2025-10-13T10:09:12+05:30,3696828,5896528,HIGH,2026-09-29T00:00:00+05:30,support_escalation
cust_0288,MERCH-CUST-00288,va**************@outlook.com,+91*****6492,Chennai,2025-12-11T06:00:51+05:30,44156,44156,LOW,,
cust_0289,MERCH-CUST-00289,ya*************@protonmail.com,+91*****8251,Jaipur,2025-11-24T19:20:07+05:30,0,299900,LOW,,
cust_0290,MERCH-CUST-00290,an************@protonmail.com,+91*****6047,Jaipur,2025-05-07T21:30:33+05:30,0,33998900,HIGH,,
cust_0291,MERCH-CUST-00291,vi****************@yahoo.in,+91*****5644,Ahmedabad,2025-03-14T11:22:37+05:30,1112136,2891836,MEDIUM,,
cust_0292,MERCH-CUST-00292,ad*************@gmail.com,+91*****2232,Kolkata,2024-12-30T07:55:24+05:30,0,28699100,HIGH,,
cust_0293,MERCH-CUST-00293,ta***********@protonmail.com,+91*****1372,Ahmedabad,2025-07-07T21:24:23+05:30,170466,170466,LOW,,
cust_0294,MERCH-CUST-00294,ad************@outlook.com,+91*****2458,Pune,2025-09-12T21:43:31+05:30,3364266,4314066,MEDIUM,,
cust_0295,MERCH-CUST-00295,aa**********@outlook.com,+91*****4516,Delhi,2025-12-31T18:27:40+05:30,681855,831755,LOW,,
cust_0296,MERCH-CUST-00296,ni**************@outlook.com,+91*****8566,Hyderabad,2024-12-03T19:02:44+05:30,0,23549000,HIGH,,
cust_0297,MERCH-CUST-00297,ni***********@gmail.com,+91*****9171,Bengaluru,2025-05-23T22:52:20+05:30,0,12949500,HIGH,,
cust_0298,MERCH-CUST-00298,ad*************@gmail.com,+91*****2142,Hyderabad,2025-12-18T08:15:08+05:30,675980,875780,LOW,,
cust_0299,MERCH-CUST-00299,la**************@gmail.com,+91*****6216,Chennai,2026-01-23T14:05:41+05:30,0,449800,LOW,,
cust_0300,MERCH-CUST-00300,vi*************@outlook.com,+91*****8092,Pune,2025-05-02T18:20:45+05:30,502738,902638,LOW,,
cust_0301,MERCH-CUST-00301,ya**********@yahoo.in,+91*****9701,Kolkata,2025-05-10T11:53:55+05:30,374833,374833,LOW,,
cust_0302,MERCH-CUST-00302,ya************@gmail.com,+91*****3427,Pune,2025-11-26T17:31:08+05:30,0,1819400,MEDIUM,,
cust_0303,MERCH-CUST-00303,ya**********@yahoo.in,+91*****8324,Ahmedabad,2025-07-10T10:59:37+05:30,980978,4130678,MEDIUM,,
cust_0304,MERCH-CUST-00304,ya*********@yahoo.in,+91*****4751,Kolkata,2025-07-24T19:20:31+05:30,412501,412501,LOW,,
cust_0305,MERCH-CUST-00305,is*********@protonmail.com,+91*****3941,Jaipur,2024-09-26T18:18:23+05:30,762810,857610,LOW,,
cust_0306,MERCH-CUST-00306,ad************@protonmail.com,+91*****6152,Delhi,2025-11-10T10:17:53+05:30,2406597,3256197,MEDIUM,,
cust_0307,MERCH-CUST-00307,de***********@yahoo.in,+91*****8414,Ahmedabad,2025-11-26T13:24:19+05:30,988519,3388119,MEDIUM,,
cust_0308,MERCH-CUST-00308,pr************@gmail.com,+91*****3063,Pune,2025-08-17T10:49:27+05:30,752058,781858,LOW,,
cust_0309,MERCH-CUST-00309,an************@outlook.com,+91*****2903,Hyderabad,2025-05-13T18:14:28+05:30,400321,450221,LOW,,
cust_0310,MERCH-CUST-00310,vi**************@yahoo.in,+91*****7932,Mumbai,2025-09-03T06:56:06+05:30,458120,657920,LOW,,
cust_0311,MERCH-CUST-00311,sa***************@protonmail.com,+91*****1516,Delhi,2024-09-13T17:26:51+05:30,456557,706457,LOW,,
cust_0312,MERCH-CUST-00312,ka*************@protonmail.com,+91*****7170,Ahmedabad,2025-10-13T19:39:15+05:30,1890902,3540702,MEDIUM,,
cust_0313,MERCH-CUST-00313,me**************@protonmail.com,+91*****7492,Hyderabad,2025-11-06T20:09:10+05:30,266890,646690,LOW,,
cust_0314,MERCH-CUST-00314,ra**************@outlook.com,+91*****3987,Kochi,2025-10-02T21:46:42+05:30,4174124,4523924,MEDIUM,,
cust_0315,MERCH-CUST-00315,ni***************@protonmail.com,+91*****5758,Pune,2025-06-01T19:27:54+05:30,2663339,3143139,MEDIUM,,
cust_0316,MERCH-CUST-00316,me*************@protonmail.com,+91*****5070,Kochi,2025-11-15T14:16:54+05:30,468446,783246,LOW,,
cust_0317,MERCH-CUST-00317,pr*************@outlook.com,+91*****2571,Kochi,2024-10-12T19:41:15+05:30,827162,13725862,HIGH,,
cust_0318,MERCH-CUST-00318,la**************@yahoo.in,+91*****5897,Kolkata,2026-02-12T11:02:14+05:30,563781,563781,LOW,,
cust_0319,MERCH-CUST-00319,ni************@yahoo.in,+91*****7985,Jaipur,2025-08-27T08:37:11+05:30,386478,686378,LOW,,
cust_0320,MERCH-CUST-00320,im***********@yahoo.in,+91*****1754,Pune,2025-09-28T23:27:36+05:30,821726,821726,LOW,,
cust_0321,MERCH-CUST-00321,an************@gmail.com,+91*****6225,Delhi,2024-10-28T19:59:58+05:30,199775,759475,LOW,,
cust_0322,MERCH-CUST-00322,ka**************@protonmail.com,+91*****6783,Kolkata,2024-12-10T17:40:14+05:30,87519,87519,LOW,,
cust_0323,MERCH-CUST-00323,ta***********@outlook.com,+91*****9257,Mumbai,2024-10-02T09:01:25+05:30,1017268,2696968,MEDIUM,,
cust_0324,MERCH-CUST-00324,im************@gmail.com,+91*****3245,Jaipur,2025-03-18T19:32:55+05:30,0,129900,LOW,,
cust_0325,MERCH-CUST-00325,ka*************@gmail.com,+91*****1402,Chennai,2025-04-04T19:16:53+05:30,0,299900,LOW,,
cust_0326,MERCH-CUST-00326,ka************@protonmail.com,+91*****4546,Kochi,2025-03-18T21:07:41+05:30,2155594,4434994,MEDIUM,,
cust_0327,MERCH-CUST-00327,ni*************@outlook.com,+91*****6510,Mumbai,2025-12-12T13:52:05+05:30,2610987,3240687,MEDIUM,,
cust_0328,MERCH-CUST-00328,im*************@yahoo.in,+91*****8952,Chennai,2025-03-09T14:12:59+05:30,401046,650946,LOW,,
cust_0329,MERCH-CUST-00329,ar************@outlook.com,+91*****7659,Ahmedabad,2025-06-17T16:15:34+05:30,3025305,3625005,MEDIUM,,
cust_0330,MERCH-CUST-00330,ma**************@gmail.com,+91*****3597,Chennai,2025-05-14T13:45:32+05:30,644565,794465,LOW,,
cust_0331,MERCH-CUST-00331,aa************@protonmail.com,+91*****1795,Kolkata,2025-01-02T11:55:35+05:30,0,34799300,HIGH,,
cust_0332,MERCH-CUST-00332,ka*************@yahoo.in,+91*****1872,Kochi,2026-01-20T21:25:42+05:30,90165,90165,LOW,,
cust_0333,MERCH-CUST-00333,is**********@yahoo.in,+91*****7015,Chennai,2024-11-01T20:41:01+05:30,248404,498304,LOW,,
cust_0334,MERCH-CUST-00334,ni*************@protonmail.com,+91*****1660,Bengaluru,2024-11-24T09:19:35+05:30,736352,866252,LOW,,
cust_0335,MERCH-CUST-00335,va*************@outlook.com,+91*****3184,Jaipur,2026-01-23T11:20:51+05:30,239198,618998,LOW,,
cust_0336,MERCH-CUST-00336,pr************@outlook.com,+91*****1563,Kolkata,2025-01-20T13:32:22+05:30,682908,812808,LOW,,
cust_0337,MERCH-CUST-00337,ni*************@yahoo.in,+91*****4175,Bengaluru,2025-11-12T20:57:32+05:30,0,5249400,HIGH,,
cust_0338,MERCH-CUST-00338,de*************@gmail.com,+91*****7149,Pune,2025-07-07T19:13:30+05:30,254922,274822,LOW,,
cust_0339,MERCH-CUST-00339,ni***********@outlook.com,+91*****8957,Hyderabad,2025-03-07T19:23:16+05:30,277947,292847,LOW,,
cust_0340,MERCH-CUST-00340,po************@yahoo.in,+91*****2763,Jaipur,2025-08-30T14:09:51+05:30,737347,737347,LOW,,
cust_0341,MERCH-CUST-00341,ni****************@outlook.com,+91*****8090,Delhi,2026-01-02T14:43:28+05:30,3179542,4579242,MEDIUM,,
cust_0342,MERCH-CUST-00342,di**************@protonmail.com,+91*****9869,Chennai,2024-12-29T16:05:41+05:30,936960,936960,LOW,,
cust_0343,MERCH-CUST-00343,ni************@protonmail.com,+91*****9636,Kolkata,2025-10-09T17:10:48+05:30,0,339700,LOW,,
cust_0344,MERCH-CUST-00344,sn*************@protonmail.com,+91*****5338,Bengaluru,2025-12-18T20:55:23+05:30,261882,1341582,MEDIUM,,
cust_0345,MERCH-CUST-00345,aa**************@gmail.com,+91*****2870,Jaipur,2025-01-17T23:13:21+05:30,540700,540700,LOW,,
cust_0346,MERCH-CUST-00346,ar**********@outlook.com,+91*****7767,Kolkata,2025-01-12T11:52:23+05:30,3050911,4600511,MEDIUM,,
cust_0347,MERCH-CUST-00347,ri************@outlook.com,+91*****5717,Mumbai,2025-08-29T19:26:45+05:30,361388,781188,LOW,,
cust_0348,MERCH-CUST-00348,ad***************@protonmail.com,+91*****2320,Jaipur,2025-05-05T19:09:39+05:30,417461,432361,LOW,,
cust_0349,MERCH-CUST-00349,pr***********@yahoo.in,+91*****4577,Kochi,2025-10-21T00:03:32+05:30,617993,947793,LOW,,
cust_0350,MERCH-CUST-00350,sn************@protonmail.com,+91*****1862,Delhi,2024-10-01T22:21:34+05:30,761215,761215,LOW,,
cust_0351,MERCH-CUST-00351,ra***************@yahoo.in,+91*****7643,Jaipur,2025-10-14T13:59:26+05:30,160747,410647,LOW,,
cust_0352,MERCH-CUST-00352,aa***********@gmail.com,+91*****5306,Chennai,2025-09-16T19:41:58+05:30,1884110,2184010,MEDIUM,,
cust_0353,MERCH-CUST-00353,sa**************@outlook.com,+91*****5385,Ahmedabad,2025-12-04T11:56:00+05:30,0,2699500,MEDIUM,,
cust_0354,MERCH-CUST-00354,ra************@outlook.com,+91*****1563,Pune,2025-12-20T18:03:54+05:30,748887,748887,LOW,,
cust_0355,MERCH-CUST-00355,aa***********@gmail.com,+91*****9598,Hyderabad,2024-09-30T20:59:24+05:30,7099737,10249437,HIGH,,
cust_0356,MERCH-CUST-00356,si*****************@yahoo.in,+91*****2160,Hyderabad,2025-09-30T13:16:40+05:30,3320476,17819776,HIGH,,
cust_0357,MERCH-CUST-00357,ad*************@yahoo.in,+91*****4391,Chennai,2026-02-07T15:32:47+05:30,744016,744016,LOW,2026-06-30T00:00:00+05:30,chargeback_dispute
cust_0358,MERCH-CUST-00358,ra**********@protonmail.com,+91*****9870,Chennai,2025-09-30T21:44:35+05:30,0,429800,LOW,,
cust_0359,MERCH-CUST-00359,me************@protonmail.com,+91*****3176,Pune,2025-02-06T15:15:32+05:30,354891,354891,LOW,,
cust_0360,MERCH-CUST-00360,ya**********@gmail.com,+91*****4886,Kolkata,2024-10-08T12:02:15+05:30,368917,818717,LOW,,
cust_0361,MERCH-CUST-00361,ka***************@yahoo.in,+91*****1576,Chennai,2025-01-27T17:30:12+05:30,7695384,15494684,HIGH,,
cust_0362,MERCH-CUST-00362,ai************@yahoo.in,+91*****9694,Jaipur,2025-04-24T12:01:27+05:30,0,3549500,MEDIUM,2026-12-13T00:00:00+05:30,chargeback_dispute
cust_0363,MERCH-CUST-00363,me***********@gmail.com,+91*****7968,Bengaluru,2025-10-13T18:57:46+05:30,582851,1662551,MEDIUM,,
cust_0364,MERCH-CUST-00364,ad************@gmail.com,+91*****7428,Kochi,2025-02-24T11:24:20+05:30,2384875,3534275,MEDIUM,,
cust_0365,MERCH-CUST-00365,po************@protonmail.com,+91*****8914,Hyderabad,2025-04-04T18:44:44+05:30,1825672,3105272,MEDIUM,,
cust_0366,MERCH-CUST-00366,im************@outlook.com,+91*****1360,Ahmedabad,2024-10-11T12:01:39+05:30,529136,529136,LOW,,
cust_0367,MERCH-CUST-00367,ni*************@protonmail.com,+91*****8344,Ahmedabad,2025-07-11T08:53:45+05:30,277227,357127,LOW,,
cust_0368,MERCH-CUST-00368,ai***********@gmail.com,+91*****5739,Bengaluru,2025-02-11T14:07:17+05:30,5306352,9955652,HIGH,,
cust_0369,MERCH-CUST-00369,an**********@gmail.com,+91*****2740,Chennai,2024-10-15T22:39:09+05:30,86377,356177,LOW,,
cust_0370,MERCH-CUST-00370,ya*********@protonmail.com,+91*****3903,Ahmedabad,2024-12-01T14:03:03+05:30,2480024,3629624,MEDIUM,,
cust_0371,MERCH-CUST-00371,an************@outlook.com,+91*****2042,Ahmedabad,2024-10-08T17:06:02+05:30,72267,372167,LOW,,
cust_0372,MERCH-CUST-00372,la**************@protonmail.com,+91*****2614,Delhi,2025-05-27T14:01:30+05:30,538143,538143,LOW,,
cust_0373,MERCH-CUST-00373,ka***********@yahoo.in,+91*****5935,Delhi,2025-11-23T20:15:55+05:30,0,13299200,HIGH,,
cust_0374,MERCH-CUST-00374,ar***************@protonmail.com,+91*****9216,Hyderabad,2025-10-12T19:20:07+05:30,519665,2569165,MEDIUM,,
cust_0375,MERCH-CUST-00375,ni**************@yahoo.in,+91*****7690,Pune,2025-06-20T19:32:33+05:30,308785,308785,LOW,,
cust_0376,MERCH-CUST-00376,im***********@yahoo.in,+91*****4692,Ahmedabad,2026-02-15T15:35:12+05:30,14781801,17531401,HIGH,,
cust_0377,MERCH-CUST-00377,de*********@gmail.com,+91*****8138,Kochi,2025-12-31T05:02:37+05:30,179551,429451,LOW,,
cust_0378,MERCH-CUST-00378,ma**************@yahoo.in,+91*****6079,Mumbai,2025-07-16T14:00:32+05:30,223080,352980,LOW,,
cust_0379,MERCH-CUST-00379,si***************@yahoo.in,+91*****6966,Kolkata,2024-12-31T18:02:18+05:30,151268,301168,LOW,,
cust_0380,MERCH-CUST-00380,im***********@gmail.com,+91*****8631,Kolkata,2025-01-15T09:33:57+05:30,7364,87264,LOW,,
cust_0381,MERCH-CUST-00381,ni************@outlook.com,+91*****2608,Ahmedabad,2024-11-05T10:50:01+05:30,2232866,4182566,MEDIUM,,
cust_0382,MERCH-CUST-00382,la**************@yahoo.in,+91*****9295,Kochi,2025-05-19T21:41:01+05:30,0,22049300,HIGH,,
